sample,type,setting
MAE-27_13750gen_JEB833,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode57.fastq.gz
MAE-28_13750gen_JEB834,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode74.fastq.gz
MAE-29_13750gen_JEB835,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode75.fastq.gz
MAE-29_13750gen_JEB835,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-02_MinION_FBC32554/fastq/FBC32554_barcode34.fastq.gz
MAE-30_13750gen_JEB836,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode76.fastq.gz
MAE-30_13750gen_JEB836,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-02_MinION_FBC32554/fastq/FBC32554_barcode35.fastq.gz
MAE-31_13750gen_JEB837,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode77.fastq.gz
MAE-31_13750gen_JEB837,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode58.fastq.gz
MAE-32_13750gen_JEB838,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode78.fastq.gz
MAE-32_13750gen_JEB838,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-02_MinION_FBC32554/fastq/FBC32554_barcode36.fastq.gz
MAE-33_13750gen_JEB839,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode79.fastq.gz
MAE-33_13750gen_JEB839,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-04-11_MinION_FBC33331/fastq/FBC33331_barcode59.fastq.gz
MAE-34_13750gen_JEB840,nanopore,rclone@natsci_barricklab://natsci_barricklab/Databases/Sequencing_Runs/2025-03-20_MinION_FBC24218/fastq/FBC24218_barcode80.fastq.gz
