file,sample,treatment,population,time,clone,MUTATOR_STATUS,total,base_substitution,small_indel,large_deletion,large_insertion,large_amplification,large_substitution,mobile_element_insertion,gene_conversion,inversion,called_bp,total_bp,base_substitution.synonymous,base_substitution.nonsynonymous,base_substitution.nonsense,base_substitution.noncoding,base_substitution.pseudogene,base_substitution.intergenic,mobile_element.IS1,mobile_element.IS150,mobile_element.IS186,mobile_element.IS3,mobile_element.IS4,mobile_element.ISRSO11,mobile_element.mediated.IS1,mobile_element.mediated.IS150,mobile_element.mediated.IS186,mobile_element.mediated.IS3
Ara-5_2000gen_1168A.gd,Ara-5_2000gen_1168A,LTEE,Ara-5,2000,A,non-mutator,9,6,0,1,0,1,0,1,0,0,4465410,4629812,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ara-5_2000gen_1168B.gd,Ara-5_2000gen_1168B,LTEE,Ara-5,2000,B,non-mutator,9,7,0,1,0,0,0,1,0,0,4465410,4629812,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Ara-5_5000gen_2183A.gd,Ara-5_5000gen_2183A,LTEE,Ara-5,5000,A,non-mutator,15,8,0,2,0,1,0,4,0,0,4465410,4629812,0,7,0,0,0,1,0,3,1,0,0,0,0,1,0,0
Ara-5_5000gen_2183B.gd,Ara-5_5000gen_2183B,LTEE,Ara-5,5000,B,non-mutator,14,9,0,1,0,1,0,3,0,0,4465410,4629812,0,8,0,0,0,1,0,2,1,0,0,0,0,1,0,0
Ara-5_10000gen_4540A.gd,Ara-5_10000gen_4540A,LTEE,Ara-5,10000,A,non-mutator,28,15,1,2,0,1,0,9,0,0,4465410,4629812,3,11,0,0,0,1,1,7,1,0,0,0,0,1,0,0
Ara-5_10000gen_4540B.gd,Ara-5_10000gen_4540B,LTEE,Ara-5,10000,B,non-mutator,35,20,1,2,0,1,0,11,0,0,4465410,4629812,2,13,1,0,0,4,0,9,2,0,0,0,0,1,0,0
Ara-5_15000gen_7181A.gd,Ara-5_15000gen_7181A,LTEE,Ara-5,15000,A,non-mutator,36,22,2,2,0,1,0,9,0,0,4465410,4629812,1,16,0,0,0,5,0,5,4,0,0,0,0,2,0,0
Ara-5_15000gen_7181B.gd,Ara-5_15000gen_7181B,LTEE,Ara-5,15000,B,non-mutator,34,19,2,3,0,1,0,9,0,0,4465410,4629812,1,15,0,0,0,3,0,5,4,0,0,0,0,1,0,0
Ara-5_20000gen_8597A.gd,Ara-5_20000gen_8597A,LTEE,Ara-5,20000,A,non-mutator,41,22,2,3,0,1,0,13,0,0,4465410,4629812,2,17,0,0,0,3,0,9,4,0,0,0,1,1,0,0
Ara-5_20000gen_8597B.gd,Ara-5_20000gen_8597B,LTEE,Ara-5,20000,B,non-mutator,41,22,2,3,0,1,0,13,0,0,4465410,4629812,2,17,0,0,0,3,0,9,4,0,0,0,1,1,0,0
Ara-5_30000gen_10404.gd,Ara-5_30000gen_10404,LTEE,Ara-5,30000,A,IS-mutator,75,17,7,16,0,0,0,35,0,0,4465410,4629812,3,10,0,0,1,3,2,29,2,1,1,0,1,8,0,1
Ara-5_30000gen_10405.gd,Ara-5_30000gen_10405,LTEE,Ara-5,30000,B,non-mutator,63,40,3,5,0,2,0,13,0,0,4465410,4629812,2,29,2,0,0,7,0,9,4,0,0,0,1,1,0,0
Ara-5_40000gen_10947.gd,Ara-5_40000gen_10947,LTEE,Ara-5,40000,A,non-mutator,70,42,4,7,0,1,0,16,0,0,4465410,4629812,2,31,2,0,0,7,2,10,4,0,0,0,1,3,0,0
Ara-5_40000gen_10948.gd,Ara-5_40000gen_10948,LTEE,Ara-5,40000,B,non-mutator,73,43,4,7,0,1,0,18,0,0,4465410,4629812,3,31,2,0,0,7,2,12,4,0,0,0,2,2,0,0
Ara-5_50000gen_11339.gd,Ara-5_50000gen_11339,LTEE,Ara-5,50000,A,non-mutator,86,50,5,7,0,1,0,23,0,0,4465410,4629812,3,36,2,0,0,9,4,14,5,0,0,0,1,3,0,0
Ara-5_50000gen_11340.gd,Ara-5_50000gen_11340,LTEE,Ara-5,50000,B,non-mutator,90,52,6,7,0,1,0,24,0,0,4465410,4629812,4,37,2,0,0,9,4,14,5,0,1,0,1,3,0,0
Ara-6_500gen_767A.gd,Ara-6_500gen_767A,LTEE,Ara-6,500,A,non-mutator,3,1,0,1,0,0,0,1,0,0,4465410,4629812,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Ara-6_500gen_767B.gd,Ara-6_500gen_767B,LTEE,Ara-6,500,B,non-mutator,1,1,0,0,0,0,0,0,0,0,4465410,4629812,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ara-6_1000gen_969A.gd,Ara-6_1000gen_969A,LTEE,Ara-6,1000,A,non-mutator,4,3,0,1,0,0,0,0,0,0,4465410,4629812,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara-6_1000gen_969B.gd,Ara-6_1000gen_969B,LTEE,Ara-6,1000,B,non-mutator,4,3,0,1,0,0,0,0,0,0,4465410,4629812,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara-6_1500gen_1073A.gd,Ara-6_1500gen_1073A,LTEE,Ara-6,1500,A,non-mutator,6,5,0,1,0,0,0,0,0,0,4465410,4629812,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara-6_1500gen_1073B.gd,Ara-6_1500gen_1073B,LTEE,Ara-6,1500,B,non-mutator,5,4,0,1,0,0,0,0,0,0,4465410,4629812,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara-6_2000gen_1169A.gd,Ara-6_2000gen_1169A,LTEE,Ara-6,2000,A,non-mutator,8,7,0,1,0,0,0,0,0,0,4465410,4629812,0,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara-6_2000gen_1169B.gd,Ara-6_2000gen_1169B,LTEE,Ara-6,2000,B,non-mutator,9,8,0,1,0,0,0,0,0,0,4465410,4629812,2,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ara-6_5000gen_2184A.gd,Ara-6_5000gen_2184A,LTEE,Ara-6,5000,A,non-mutator,11,8,1,2,0,0,0,0,0,0,4465410,4629812,1,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0
Ara-6_5000gen_2184B.gd,Ara-6_5000gen_2184B,LTEE,Ara-6,5000,B,non-mutator,16,12,1,2,0,0,0,1,0,0,4465410,4629812,2,7,1,0,0,2,1,0,0,0,0,0,0,1,0,0
Ara-6_10000gen_4541A.gd,Ara-6_10000gen_4541A,LTEE,Ara-6,10000,A,non-mutator,21,12,2,1,0,0,0,6,0,0,4465410,4629812,1,10,0,0,0,1,0,3,2,0,1,0,0,1,0,0
Ara-6_10000gen_4541B.gd,Ara-6_10000gen_4541B,LTEE,Ara-6,10000,B,non-mutator,26,14,4,2,0,0,0,6,0,0,4465410,4629812,1,12,0,0,0,1,1,3,1,0,1,0,1,1,0,0
Ara-6_15000gen_7182A.gd,Ara-6_15000gen_7182A,LTEE,Ara-6,15000,A,non-mutator,33,18,5,4,0,0,0,6,0,0,4465410,4629812,1,14,0,0,0,3,1,3,1,0,1,0,1,1,0,0
Ara-6_15000gen_7182B.gd,Ara-6_15000gen_7182B,LTEE,Ara-6,15000,B,non-mutator,35,20,5,3,0,0,0,7,0,0,4465410,4629812,1,16,0,0,0,3,2,2,2,0,1,0,1,1,0,0
Ara-6_20000gen_8598A.gd,Ara-6_20000gen_8598A,LTEE,Ara-6,20000,A,non-mutator,42,19,6,7,0,1,0,9,0,0,4465410,4629812,2,15,0,0,0,2,3,3,2,0,1,0,2,1,0,0
Ara-6_20000gen_8598B.gd,Ara-6_20000gen_8598B,LTEE,Ara-6,20000,B,non-mutator,43,20,7,5,0,2,0,9,0,0,4465410,4629812,1,17,0,0,0,2,2,4,2,0,1,0,2,1,0,0
Ara-6_30000gen_10447.gd,Ara-6_30000gen_10447,LTEE,Ara-6,30000,A,non-mutator,58,29,7,8,0,1,0,13,0,0,4465410,4629812,2,24,0,0,0,3,2,7,2,1,1,0,4,2,0,0
Ara-6_30000gen_10448.gd,Ara-6_30000gen_10448,LTEE,Ara-6,30000,B,non-mutator,57,29,7,8,0,1,0,12,0,0,4465410,4629812,3,23,0,0,0,3,2,6,2,1,1,0,4,2,0,0
Ara-6_40000gen_11005.gd,Ara-6_40000gen_11005,LTEE,Ara-6,40000,A,non-mutator,76,32,8,12,0,1,0,23,0,0,4465410,4629812,2,25,0,0,0,5,2,17,2,1,1,0,4,4,0,0
Ara-6_40000gen_11006.gd,Ara-6_40000gen_11006,LTEE,Ara-6,40000,B,non-mutator,66,34,10,7,0,1,0,14,0,0,4465410,4629812,4,26,0,0,0,4,5,5,2,1,1,0,2,1,0,0
Ara-6_50000gen_11389.gd,Ara-6_50000gen_11389,LTEE,Ara-6,50000,A,non-mutator,86,40,8,12,0,1,0,25,0,0,4465410,4629812,3,30,0,0,0,7,2,18,2,2,1,0,4,4,0,0
Ara-6_50000gen_11390.gd,Ara-6_50000gen_11390,LTEE,Ara-6,50000,B,non-mutator,75,39,11,7,0,1,0,17,0,0,4465410,4629812,4,30,0,0,0,5,5,7,3,1,1,0,2,1,0,0
